fund_token,award_year_token,sel_set_year_token,fund_family,fund_ledger_number,fund_list_sequence,fund_long_name,fund_short_name,fund_desc,fund_type,fund_source,fund_gov_id,fund_lock,scan_group_1,fund_min,fund_max,fund_balance,fund_number_award,fund_amt_award,fund_number_accept,fund_amt_accept,fund_amt_paid,fund_number_paid,fund_available_dollars,fund_rounding,fund_distribution,fund_disbursement,fund_alternate,fund_real_dollars,fund_tfc_replacement,fund_need_based,fund_equity_offset,net_proceeds_percent,message_token,non_pars_flag,scan_group_2,direct_loan,dflt_ln_interest_rate,dflt_ln_deferment_request,dflt_ln_capitalize_interest,dflt_ln_eft_authorization,dflt_ln_borrower_signature,dflt_ln_first_time_borrower,ext_fund_code,fund_grant_subtype,fund_loan_subtype,alternative_loan,alp_loan_program_id,alp_lender,alp_guarantor,loan_type,anticipated,fund_external_name,fund_family_2,renewable,renew_increment_type,renew_increment_amt,renew_default_status,bypass_disb_rules,web_description,include_in_need_based,hold_release_flag,direct_loan_disbursement_option,fund_reduce_netpartner,web_display,alt_fund_satisfactory_progress,fin_aid_disclosure_category,report_as_additional_unsub,gainful_employment_reporting,bypass_ext_disb_tracking_status,unreconciled_changes,reconciliation_date,estimated_award,disburse_estimated,cod_reporting_if_estimated,default_award_status,web_display_awards_page,web_display_accept_awards_page,active_fund,bypass_fed_pack_requirements,fund_job_subtype,date_message_assigned,disb_to_date_option,cfp_category,bypass_coa,include_in_CDS,include_in_IPEDS,include_in_LCME,origination_fee,fvt_gv_fund_rep_type,File_Name,Snapshot_Date
2461,2012,904,null,1999,12,_____Texas Work Study,TX CWS,Texas Work Study,J,S,null,null,null,500,1500,5809,8,5800,5,4200,0,0,9,0,1,N,null,5809,N,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,N,null,null,null,null,null,null,N,null,Y,null,G,Y,Y,null,WS,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2462,2012,844,null,2001,13,_____College Access Loan,CAL,College Access Loan,L,S,null,N,null,7500,7500,0,0,0,0,0,0,0,0,0,1,Y,null,0,Y,N,N,null,null,N,null,N,9,Y,,N,Y,Y,null,null,STU,N,null,null,null,null,Y,null,null,N,null,null,null,N,null,N,R,G,Y,Y,null,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2463,2012,899,null,2362,50,_____Leveraging Educational Assist Part,LEAP,Leveraging Educational  Assistance Partnership,G,S,null,null,null,500,1250,1459,0,0,0,0,0,0,1459,0,1,Y,null,1459,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,SG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2464,2012,null,null,1684,95,_____ Choir Scholarship,CHOIR,Choir Scholarship,G,I,null,null,null,400,1200,1150298,112,1139851,111,1139850,1139850,111,10447,0,1,Y,null,1150298,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2465,2012,null,null,1692,311,_____TEACHER EDU SCHOLAR,EDUC. SCHL,TEACHER EDUCATION SCHOLARSHIP,G,O,null,null,null,500,18000,98667,10,98667,10,98667,98667,10,0,0,1,Y,null,98667,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2466,2012,null,null,1696,101,_____Lydia Patterson - Inst.,Lydia Patt,Lydia Patterson - Institutional,G,I,null,null,null,500,18000,200000,11,169357,11,169357,169357,11,30643,0,1,Y,null,200000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2467,2012,null,null,1699,115,_____ Honor's Scholarship,HONORS,Honor's Scholarship,G,I,null,null,null,500,4000,125000,32,58364,32,58364,58364,32,66636,0,1,Y,null,125000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2468,2012,null,null,1707,54,_____Federal Perkins Loan,Perkins Ln,Federal Perkins Loan Program,L,F,N,null,null,3000,5000,120000,21,48379,21,48379,48379,21,71621,0,1,Y,null,120000,N,Y,N,null,null,N,null,N,5,Y,null,null,Y,Y,null,null,STU,N,null,null,null,null,Y,null,null,N,null,null,null,N,null,Y,R,G,Y,Y,null,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2469,2012,null,null,2010,260,_____BISHOP/WILEY COLLEGE  SCH FUND,BIS/WILEY,BISHOP/WILEY COLLEGE SCHOLARSHIP FUND,G,O,null,null,null,1000,2000,3500,1,1000,1,1000,1000,1,2500,0,1,Y,null,3500,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2470,2012,null,null,1739,75,_____Houston/Wiley Club Scholarship,Hou/Wiley,Houston/Wiley Club Scholarship,G,O,null,null,null,2500,5000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2471,2012,null,null,1742,125,_____UMC Minister's Discount,Min Discou, UNITED METHODIST MINISTER'S DISCOUNT,G,I,null,null,null,3000,3000,3000,0,0,0,0,0,0,3000,0,1,Y,null,3000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2472,2012,null,null,1746,225,_____Americorps,Americorps,Americorps,G,O,null,null,null,3000,3000,99000,0,0,0,0,0,0,99000,null,1,Y,null,99000,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2473,2012,null,null,1754,901,_____Vivien Lewis Scholarship-Honor,VIVIAN LEW,Vivian Lewis ScholarshiP,G,O,null,null,null,1000,4000,64942,36,63942,36,63942,63942,36,1000,0,1,Y,null,64942,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2474,2012,null,null,2015,566,_____Miss Wiley  UNCF,MS W-UNCF,MISS WILEY UNCF,G,O,null,null,null,1000,5000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2475,2012,null,null,2016,666,_____Miss Wiley Scholarship,Miss Wiley,Miss Wiley Scholarship,G,O,null,null,null,1000,1000,13804,0,0,0,0,0,0,13804,0,1,Y,null,13804,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2476,2012,null,null,1782,250,_____JOE LOUIS SCHOLARSHIP,JOE LOUIS,JOE LOUIS SCHOLARSHIP,G,O,null,null,null,500,2000,20000,0,0,0,0,0,0,20000,0,1,Y,null,20000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2477,2012,null,null,1822,620,_____Athletics Men Basketball,Athl MB,Athletics Men Basketball,G,I,null,null,null,1,6902,45000,15,45000,15,45000,45000,15,0,0,1,Y,null,45000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2478,2012,null,null,1823,619,_____Athletics Women Basketball,Athlete WB,Athletics Womens Basketball,G,I,null,null,null,250,5000,44592,15,44511,15,44511,44511,14,81,0,1,Y,null,44592,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2479,2012,null,null,1824,621,_____Athletics Women Volleyball,Athl WV,Athletics Women Volleyball,G,I,null,null,null,250,5000,15000,6,15000,6,15000,15000,6,0,null,1,Y,null,15000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2480,2012,null,null,1825,622,_____Athletics Mens Baseball,Athl MBase,Athletics Mens Baseball,G,I,null,null,null,500,5000,41786,10,41785,10,41785,41785,10,1,null,1,Y,null,41786,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2481,2012,null,null,2025,623,_____Athletics Men Soccer,Athl M Soc,Athletics Men Soccer,G,I,null,null,null,1,6000,33282,10,33282,10,33282,33282,10,0,null,1,Y,null,33282,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2482,2012,null,null,1827,624,_____Athletics Men Track & Field,Ath Men TR,Athletics Men Track & Field,G,I,null,null,null,500,5000,49414,10,49414,10,49414,49414,10,0,null,1,Y,null,49414,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2483,2012,null,null,1835,633,_____Wiley Institutional Scholarship,Wiley Inst, Wiley College Institutional Scholarship,G,I,null,null,null,500,18000,1380000,166,1351001,166,1351001,1364501,166,28999,0,1,Y,null,1380000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2484,2012,null,null,1838,636,_____Food Service Scholarship,Food Serv,Food Service Scholarship,G,I,null,null,null,500,6716,120888,16,65850,16,65850,65850,16,55038,0,1,Y,null,120888,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2485,2012,null,null,2029,641,_____Bruce Mcmillian Endowed Scholarship,B. Mcmilin,Bruce Mcmillian Endowed Scholarship,G,I,null,null,null,500,2500,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2486,2012,null,null,1843,648,_____Houston Endowed Inc.,Houston En,Houston Endowed Inc.,G,I,null,null,null,1000,5000,70000,19,32789,19,32789,32789,19,37211,0,1,Y,null,70000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2487,2012,null,null,1854,625,_____Athletics Women Track & Field,Ath WM TR,Athletics Women Track & Field,G,I,null,null,null,500,5000,48668,12,48668,12,48668,48668,12,0,null,1,Y,null,48668,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2488,2012,null,null,2032,626,_____Athletics Men Cross Country,Ath Men CC,Athletics Men Cross Country,G,I,null,null,null,500,5000,0,0,0,0,0,0,0,0,null,1,Y,null,0,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2489,2012,null,null,2033,627,_____Athletics Women Cross Country,Ath WM CC,Athletics Women Cross Country,G,I,null,null,null,500,5000,0,1,0,1,0,0,1,0,null,1,Y,null,0,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2490,2012,899,null,2389,51,_____Spec. Leveraging Educ Assist. Part,SLEAP,Special Leveraging Educational Assistance Partnership,G,S,null,null,null,50,1900,1764,0,0,0,0,0,0,1764,0,1,Y,null,1764,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,SG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2491,2012,null,null,1594,1,_____Student Government Assoc. President,SGA,null,G,I,null,null,null,100,7000,35000,2,14566,2,14566,14566,2,20434,0,1,Y,null,35000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2492,2012,844,null,1879,23,_____Brackenridge Foundation,Brack Fdtn,George W. Brackenridge Foundation,G,O,null,null,null,200,2500,10000,0,0,0,0,0,0,10000,0,1,Y,null,10000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2493,2012,844,null,1900,1,_____Federal ACG,A.C.G.,HS RIGOR/PELL RECIP./SAP,G,F,A,Y,null,1,1300,0,0,0,0,0,0,0,0,0,1,Y,null,0,Y,Y,Y,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,null,null,N,null,Y,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2494,2012,844,null,1901,1,_____Federal SMART Grant,SMART,NATIONAL SCIENCE MATHEMATICS ACCESS TO RETAIN TALENT GRANT,G,F,T,Y,null,4000,4000,99999,0,0,0,0,0,0,99999,0,1,Y,null,99999,Y,Y,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,National SMART GRANT,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2495,2012,844,null,1905,1,_____Texas Covenant,TEXAS COVE,TEXAS COVENANT,G,I,null,N,null,750,2500,223058,104,188067,104,188067,186817,103,34991,0,1,Y,null,223058,Y,N,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2496,2012,null,null,1914,1,Running Rebel Scholarship,RUN REBEL,null,G,I,null,null,null,2000,5000,20348,2,20346,2,20346,20346,2,2,0,1,Y,null,20348,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2497,2012,844,null,1916,4,Hearst Endowment,Hearst End,null,G,I,null,null,null,500,2000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,Y,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,N,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2498,2012,844,null,2047,13,Sprott Family Foundation,SPROTT SCH,Sprott Family Foundation Scholarship,G,P,null,null,null,1000,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2499,2012,844,null,2048,15,JAMP STIPEND FOR TRAVEL,JAMP STPND,JAMP STIPEND,G,P,null,null,null,1500,1500,1500,0,0,0,0,0,0,1500,0,1,N,null,1500,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,OG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2500,2012,844,null,1923,0,Region VII Educational Scholarship,Region VII,Region VII Education Stipend,G,O,null,null,null,100,3465,3465,0,0,0,0,0,0,3465,2,1,Y,null,3465,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,Region VII Educational Scholarship,null,null,null,null,null,null,null,N,R,G,Y,Y,null,,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
